,id,ori_path,adv_path,audibility2
15,5142-36586-0001-i144_clean,/home/vmoat/LibriSpeech/test-clean/5142/36586/5142-36586-0001.flac,/home/vmoat/LibriSpeech/test-clean/5142/36586/5142-36586-0001.flac,0.0
16,4970-29095-0006-i229_clean,/home/vmoat/LibriSpeech/test-clean/4970/29095/4970-29095-0006.flac,/home/vmoat/LibriSpeech/test-clean/4970/29095/4970-29095-0006.flac,0.0
17,6829-68769-0046-i191_clean,/home/vmoat/LibriSpeech/test-clean/6829/68769/6829-68769-0046.flac,/home/vmoat/LibriSpeech/test-clean/6829/68769/6829-68769-0046.flac,0.0
18,672-122797-0058-i460_clean,/home/vmoat/LibriSpeech/test-clean/672/122797/672-122797-0058.flac,/home/vmoat/LibriSpeech/test-clean/672/122797/672-122797-0058.flac,0.0
19,5639-40744-0024-i382_clean,/home/vmoat/LibriSpeech/test-clean/5639/40744/5639-40744-0024.flac,/home/vmoat/LibriSpeech/test-clean/5639/40744/5639-40744-0024.flac,0.0
20,1221-135767-0000-i278_clean,/home/vmoat/LibriSpeech/test-clean/1221/135767/1221-135767-0000.flac,/home/vmoat/LibriSpeech/test-clean/1221/135767/1221-135767-0000.flac,0.0
21,6829-68769-0033-i487_clean,/home/vmoat/LibriSpeech/test-clean/6829/68769/6829-68769-0033.flac,/home/vmoat/LibriSpeech/test-clean/6829/68769/6829-68769-0033.flac,0.0
22,5683-32866-0023-i431_clean,/home/vmoat/LibriSpeech/test-clean/5683/32866/5683-32866-0023.flac,/home/vmoat/LibriSpeech/test-clean/5683/32866/5683-32866-0023.flac,0.0
23,8230-279154-0029-i453_clean,/home/vmoat/LibriSpeech/test-clean/8230/279154/8230-279154-0029.flac,/home/vmoat/LibriSpeech/test-clean/8230/279154/8230-279154-0029.flac,0.0
24,4992-41797-0007-i330_clean,/home/vmoat/LibriSpeech/test-clean/4992/41797/4992-41797-0007.flac,/home/vmoat/LibriSpeech/test-clean/4992/41797/4992-41797-0007.flac,0.0
25,8455-210777-0030-i54_clean,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0030.flac,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0030.flac,0.0
26,1580-141083-0011-i352_clean,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0011.flac,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0011.flac,0.0
27,3729-6852-0044-i240_clean,/home/vmoat/LibriSpeech/test-clean/3729/6852/3729-6852-0044.flac,/home/vmoat/LibriSpeech/test-clean/3729/6852/3729-6852-0044.flac,0.0
28,6829-68769-0043-i6_clean,/home/vmoat/LibriSpeech/test-clean/6829/68769/6829-68769-0043.flac,/home/vmoat/LibriSpeech/test-clean/6829/68769/6829-68769-0043.flac,0.0
29,260-123286-0004-i430_clean,/home/vmoat/LibriSpeech/test-clean/260/123286/260-123286-0004.flac,/home/vmoat/LibriSpeech/test-clean/260/123286/260-123286-0004.flac,0.0
30,4446-2271-0011-i120_clean,/home/vmoat/LibriSpeech/test-clean/4446/2271/4446-2271-0011.flac,/home/vmoat/LibriSpeech/test-clean/4446/2271/4446-2271-0011.flac,0.0
31,7127-75947-0015-i300_clean,/home/vmoat/LibriSpeech/test-clean/7127/75947/7127-75947-0015.flac,/home/vmoat/LibriSpeech/test-clean/7127/75947/7127-75947-0015.flac,0.0
32,4970-29093-0015-i492_clean,/home/vmoat/LibriSpeech/test-clean/4970/29093/4970-29093-0015.flac,/home/vmoat/LibriSpeech/test-clean/4970/29093/4970-29093-0015.flac,0.0
33,3575-170457-0043-i227_clean,/home/vmoat/LibriSpeech/test-clean/3575/170457/3575-170457-0043.flac,/home/vmoat/LibriSpeech/test-clean/3575/170457/3575-170457-0043.flac,0.0
34,4446-2275-0042-i56_clean,/home/vmoat/LibriSpeech/test-clean/4446/2275/4446-2275-0042.flac,/home/vmoat/LibriSpeech/test-clean/4446/2275/4446-2275-0042.flac,0.0
35,121-127105-0019-i234_clean,/home/vmoat/LibriSpeech/test-clean/121/127105/121-127105-0019.flac,/home/vmoat/LibriSpeech/test-clean/121/127105/121-127105-0019.flac,0.0
36,5683-32879-0020-i83_clean,/home/vmoat/LibriSpeech/test-clean/5683/32879/5683-32879-0020.flac,/home/vmoat/LibriSpeech/test-clean/5683/32879/5683-32879-0020.flac,0.0
37,3729-6852-0037-i356_clean,/home/vmoat/LibriSpeech/test-clean/3729/6852/3729-6852-0037.flac,/home/vmoat/LibriSpeech/test-clean/3729/6852/3729-6852-0037.flac,0.0
38,908-157963-0001-i475_clean,/home/vmoat/LibriSpeech/test-clean/908/157963/908-157963-0001.flac,/home/vmoat/LibriSpeech/test-clean/908/157963/908-157963-0001.flac,0.0
39,3575-170457-0053-i83_clean,/home/vmoat/LibriSpeech/test-clean/3575/170457/3575-170457-0053.flac,/home/vmoat/LibriSpeech/test-clean/3575/170457/3575-170457-0053.flac,0.0
40,8224-274384-0010-i334_clean,/home/vmoat/LibriSpeech/test-clean/8224/274384/8224-274384-0010.flac,/home/vmoat/LibriSpeech/test-clean/8224/274384/8224-274384-0010.flac,0.0
41,1580-141083-0002-i266_clean,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0002.flac,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0002.flac,0.0
42,1580-141083-0026-i292_clean,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0026.flac,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0026.flac,0.0
43,2830-3980-0017-i342_clean,/home/vmoat/LibriSpeech/test-clean/2830/3980/2830-3980-0017.flac,/home/vmoat/LibriSpeech/test-clean/2830/3980/2830-3980-0017.flac,0.0
44,121-127105-0004-i393_clean,/home/vmoat/LibriSpeech/test-clean/121/127105/121-127105-0004.flac,/home/vmoat/LibriSpeech/test-clean/121/127105/121-127105-0004.flac,0.0
45,1580-141084-0046-i50_clean,/home/vmoat/LibriSpeech/test-clean/1580/141084/1580-141084-0046.flac,/home/vmoat/LibriSpeech/test-clean/1580/141084/1580-141084-0046.flac,0.0
46,5105-28240-0002-i159_clean,/home/vmoat/LibriSpeech/test-clean/5105/28240/5105-28240-0002.flac,/home/vmoat/LibriSpeech/test-clean/5105/28240/5105-28240-0002.flac,0.0
47,260-123286-0020-i20_clean,/home/vmoat/LibriSpeech/test-clean/260/123286/260-123286-0020.flac,/home/vmoat/LibriSpeech/test-clean/260/123286/260-123286-0020.flac,0.0
48,1995-1836-0007-i284_clean,/home/vmoat/LibriSpeech/test-clean/1995/1836/1995-1836-0007.flac,/home/vmoat/LibriSpeech/test-clean/1995/1836/1995-1836-0007.flac,0.0
49,8555-284449-0017-i369_clean,/home/vmoat/LibriSpeech/test-clean/8555/284449/8555-284449-0017.flac,/home/vmoat/LibriSpeech/test-clean/8555/284449/8555-284449-0017.flac,0.0
50,8230-279154-0009-i276_clean,/home/vmoat/LibriSpeech/test-clean/8230/279154/8230-279154-0009.flac,/home/vmoat/LibriSpeech/test-clean/8230/279154/8230-279154-0009.flac,0.0
51,237-126133-0003-i444_clean,/home/vmoat/LibriSpeech/test-clean/237/126133/237-126133-0003.flac,/home/vmoat/LibriSpeech/test-clean/237/126133/237-126133-0003.flac,0.0
52,3729-6852-0025-i88_clean,/home/vmoat/LibriSpeech/test-clean/3729/6852/3729-6852-0025.flac,/home/vmoat/LibriSpeech/test-clean/3729/6852/3729-6852-0025.flac,0.0
53,2300-131720-0018-i303_clean,/home/vmoat/LibriSpeech/test-clean/2300/131720/2300-131720-0018.flac,/home/vmoat/LibriSpeech/test-clean/2300/131720/2300-131720-0018.flac,0.0
54,5142-33396-0056-i427_clean,/home/vmoat/LibriSpeech/test-clean/5142/33396/5142-33396-0056.flac,/home/vmoat/LibriSpeech/test-clean/5142/33396/5142-33396-0056.flac,0.0
55,5683-32879-0015-i315_clean,/home/vmoat/LibriSpeech/test-clean/5683/32879/5683-32879-0015.flac,/home/vmoat/LibriSpeech/test-clean/5683/32879/5683-32879-0015.flac,0.0
56,7729-102255-0021-i494_clean,/home/vmoat/LibriSpeech/test-clean/7729/102255/7729-102255-0021.flac,/home/vmoat/LibriSpeech/test-clean/7729/102255/7729-102255-0021.flac,0.0
57,3575-170457-0041-i267_clean,/home/vmoat/LibriSpeech/test-clean/3575/170457/3575-170457-0041.flac,/home/vmoat/LibriSpeech/test-clean/3575/170457/3575-170457-0041.flac,0.0
58,1995-1826-0016-i230_clean,/home/vmoat/LibriSpeech/test-clean/1995/1826/1995-1826-0016.flac,/home/vmoat/LibriSpeech/test-clean/1995/1826/1995-1826-0016.flac,0.0
59,5683-32866-0012-i216_clean,/home/vmoat/LibriSpeech/test-clean/5683/32866/5683-32866-0012.flac,/home/vmoat/LibriSpeech/test-clean/5683/32866/5683-32866-0012.flac,0.0
60,6930-76324-0018-i482_clean,/home/vmoat/LibriSpeech/test-clean/6930/76324/6930-76324-0018.flac,/home/vmoat/LibriSpeech/test-clean/6930/76324/6930-76324-0018.flac,0.0
61,4992-41806-0003-i310_clean,/home/vmoat/LibriSpeech/test-clean/4992/41806/4992-41806-0003.flac,/home/vmoat/LibriSpeech/test-clean/4992/41806/4992-41806-0003.flac,0.0
62,61-70968-0051-i118_clean,/home/vmoat/LibriSpeech/test-clean/61/70968/61-70968-0051.flac,/home/vmoat/LibriSpeech/test-clean/61/70968/61-70968-0051.flac,0.0
63,61-70970-0021-i89_clean,/home/vmoat/LibriSpeech/test-clean/61/70970/61-70970-0021.flac,/home/vmoat/LibriSpeech/test-clean/61/70970/61-70970-0021.flac,0.0
64,4446-2271-0018-i22_clean,/home/vmoat/LibriSpeech/test-clean/4446/2271/4446-2271-0018.flac,/home/vmoat/LibriSpeech/test-clean/4446/2271/4446-2271-0018.flac,0.0
65,4507-16021-0059-i472_clean,/home/vmoat/LibriSpeech/test-clean/4507/16021/4507-16021-0059.flac,/home/vmoat/LibriSpeech/test-clean/4507/16021/4507-16021-0059.flac,0.0
66,2961-960-0006-i167_clean,/home/vmoat/LibriSpeech/test-clean/2961/960/2961-960-0006.flac,/home/vmoat/LibriSpeech/test-clean/2961/960/2961-960-0006.flac,0.0
67,7127-75947-0021-i364_clean,/home/vmoat/LibriSpeech/test-clean/7127/75947/7127-75947-0021.flac,/home/vmoat/LibriSpeech/test-clean/7127/75947/7127-75947-0021.flac,0.0
68,5683-32879-0018-i122_clean,/home/vmoat/LibriSpeech/test-clean/5683/32879/5683-32879-0018.flac,/home/vmoat/LibriSpeech/test-clean/5683/32879/5683-32879-0018.flac,0.0
69,61-70968-0008-i133_clean,/home/vmoat/LibriSpeech/test-clean/61/70968/61-70968-0008.flac,/home/vmoat/LibriSpeech/test-clean/61/70968/61-70968-0008.flac,0.0
70,1284-1181-0005-i99_clean,/home/vmoat/LibriSpeech/test-clean/1284/1181/1284-1181-0005.flac,/home/vmoat/LibriSpeech/test-clean/1284/1181/1284-1181-0005.flac,0.0
71,1995-1836-0011-i241_clean,/home/vmoat/LibriSpeech/test-clean/1995/1836/1995-1836-0011.flac,/home/vmoat/LibriSpeech/test-clean/1995/1836/1995-1836-0011.flac,0.0
72,1320-122617-0021-i37_clean,/home/vmoat/LibriSpeech/test-clean/1320/122617/1320-122617-0021.flac,/home/vmoat/LibriSpeech/test-clean/1320/122617/1320-122617-0021.flac,0.0
73,2300-131720-0008-i452_clean,/home/vmoat/LibriSpeech/test-clean/2300/131720/2300-131720-0008.flac,/home/vmoat/LibriSpeech/test-clean/2300/131720/2300-131720-0008.flac,0.0
74,121-127105-0002-i312_clean,/home/vmoat/LibriSpeech/test-clean/121/127105/121-127105-0002.flac,/home/vmoat/LibriSpeech/test-clean/121/127105/121-127105-0002.flac,0.0
75,7021-85628-0013-i390_clean,/home/vmoat/LibriSpeech/test-clean/7021/85628/7021-85628-0013.flac,/home/vmoat/LibriSpeech/test-clean/7021/85628/7021-85628-0013.flac,0.0
76,1995-1837-0009-i286_clean,/home/vmoat/LibriSpeech/test-clean/1995/1837/1995-1837-0009.flac,/home/vmoat/LibriSpeech/test-clean/1995/1837/1995-1837-0009.flac,0.0
77,8555-284447-0002-i220_clean,/home/vmoat/LibriSpeech/test-clean/8555/284447/8555-284447-0002.flac,/home/vmoat/LibriSpeech/test-clean/8555/284447/8555-284447-0002.flac,0.0
78,4992-41806-0017-i262_clean,/home/vmoat/LibriSpeech/test-clean/4992/41806/4992-41806-0017.flac,/home/vmoat/LibriSpeech/test-clean/4992/41806/4992-41806-0017.flac,0.0
79,2830-3980-0025-i438_clean,/home/vmoat/LibriSpeech/test-clean/2830/3980/2830-3980-0025.flac,/home/vmoat/LibriSpeech/test-clean/2830/3980/2830-3980-0025.flac,0.0
80,4446-2273-0002-i323_clean,/home/vmoat/LibriSpeech/test-clean/4446/2273/4446-2273-0002.flac,/home/vmoat/LibriSpeech/test-clean/4446/2273/4446-2273-0002.flac,0.0
81,6930-76324-0005-i232_clean,/home/vmoat/LibriSpeech/test-clean/6930/76324/6930-76324-0005.flac,/home/vmoat/LibriSpeech/test-clean/6930/76324/6930-76324-0005.flac,0.0
82,7021-85628-0005-i100_clean,/home/vmoat/LibriSpeech/test-clean/7021/85628/7021-85628-0005.flac,/home/vmoat/LibriSpeech/test-clean/7021/85628/7021-85628-0005.flac,0.0
83,7176-92135-0028-i206_clean,/home/vmoat/LibriSpeech/test-clean/7176/92135/7176-92135-0028.flac,/home/vmoat/LibriSpeech/test-clean/7176/92135/7176-92135-0028.flac,0.0
84,2094-142345-0004-i34_clean,/home/vmoat/LibriSpeech/test-clean/2094/142345/2094-142345-0004.flac,/home/vmoat/LibriSpeech/test-clean/2094/142345/2094-142345-0004.flac,0.0
85,1089-134686-0027-i56_clean,/home/vmoat/LibriSpeech/test-clean/1089/134686/1089-134686-0027.flac,/home/vmoat/LibriSpeech/test-clean/1089/134686/1089-134686-0027.flac,0.0
86,1320-122612-0003-i138_clean,/home/vmoat/LibriSpeech/test-clean/1320/122612/1320-122612-0003.flac,/home/vmoat/LibriSpeech/test-clean/1320/122612/1320-122612-0003.flac,0.0
87,8455-210777-0016-i345_clean,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0016.flac,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0016.flac,0.0
88,2830-3980-0055-i100_clean,/home/vmoat/LibriSpeech/test-clean/2830/3980/2830-3980-0055.flac,/home/vmoat/LibriSpeech/test-clean/2830/3980/2830-3980-0055.flac,0.0
89,4507-16021-0002-i449_clean,/home/vmoat/LibriSpeech/test-clean/4507/16021/4507-16021-0002.flac,/home/vmoat/LibriSpeech/test-clean/4507/16021/4507-16021-0002.flac,0.0
90,8463-287645-0009-i124_clean,/home/vmoat/LibriSpeech/test-clean/8463/287645/8463-287645-0009.flac,/home/vmoat/LibriSpeech/test-clean/8463/287645/8463-287645-0009.flac,0.0
91,1221-135766-0013-i27_clean,/home/vmoat/LibriSpeech/test-clean/1221/135766/1221-135766-0013.flac,/home/vmoat/LibriSpeech/test-clean/1221/135766/1221-135766-0013.flac,0.0
92,61-70968-0025-i393_clean,/home/vmoat/LibriSpeech/test-clean/61/70968/61-70968-0025.flac,/home/vmoat/LibriSpeech/test-clean/61/70968/61-70968-0025.flac,0.0
93,5639-40744-0022-i6_clean,/home/vmoat/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac,/home/vmoat/LibriSpeech/test-clean/5639/40744/5639-40744-0022.flac,0.0
94,4077-13751-0011-i445_clean,/home/vmoat/LibriSpeech/test-clean/4077/13751/4077-13751-0011.flac,/home/vmoat/LibriSpeech/test-clean/4077/13751/4077-13751-0011.flac,0.0
95,2830-3979-0006-i156_clean,/home/vmoat/LibriSpeech/test-clean/2830/3979/2830-3979-0006.flac,/home/vmoat/LibriSpeech/test-clean/2830/3979/2830-3979-0006.flac,0.0
96,1580-141084-0033-i493_clean,/home/vmoat/LibriSpeech/test-clean/1580/141084/1580-141084-0033.flac,/home/vmoat/LibriSpeech/test-clean/1580/141084/1580-141084-0033.flac,0.0
97,61-70970-0037-i209_clean,/home/vmoat/LibriSpeech/test-clean/61/70970/61-70970-0037.flac,/home/vmoat/LibriSpeech/test-clean/61/70970/61-70970-0037.flac,0.0
98,1580-141083-0036-i265_clean,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0036.flac,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0036.flac,0.0
99,1089-134691-0017-i413_clean,/home/vmoat/LibriSpeech/test-clean/1089/134691/1089-134691-0017.flac,/home/vmoat/LibriSpeech/test-clean/1089/134691/1089-134691-0017.flac,0.0
100,8455-210777-0050-i278_clean,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0050.flac,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0050.flac,0.0
101,1284-1181-0012-i316_clean,/home/vmoat/LibriSpeech/test-clean/1284/1181/1284-1181-0012.flac,/home/vmoat/LibriSpeech/test-clean/1284/1181/1284-1181-0012.flac,0.0
102,1580-141083-0025-i402_clean,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0025.flac,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0025.flac,0.0
103,5142-33396-0065-i220_clean,/home/vmoat/LibriSpeech/test-clean/5142/33396/5142-33396-0065.flac,/home/vmoat/LibriSpeech/test-clean/5142/33396/5142-33396-0065.flac,0.0
104,2961-961-0010-i463_clean,/home/vmoat/LibriSpeech/test-clean/2961/961/2961-961-0010.flac,/home/vmoat/LibriSpeech/test-clean/2961/961/2961-961-0010.flac,0.0
105,237-134500-0040-i237_clean,/home/vmoat/LibriSpeech/test-clean/237/134500/237-134500-0040.flac,/home/vmoat/LibriSpeech/test-clean/237/134500/237-134500-0040.flac,0.0
106,1995-1826-0012-i35_clean,/home/vmoat/LibriSpeech/test-clean/1995/1826/1995-1826-0012.flac,/home/vmoat/LibriSpeech/test-clean/1995/1826/1995-1826-0012.flac,0.0
107,121-123859-0002-i231_clean,/home/vmoat/LibriSpeech/test-clean/121/123859/121-123859-0002.flac,/home/vmoat/LibriSpeech/test-clean/121/123859/121-123859-0002.flac,0.0
108,8455-210777-0069-i173_clean,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0069.flac,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0069.flac,0.0
109,8555-292519-0012-i203_clean,/home/vmoat/LibriSpeech/test-clean/8555/292519/8555-292519-0012.flac,/home/vmoat/LibriSpeech/test-clean/8555/292519/8555-292519-0012.flac,0.0
110,8455-210777-0067-i209_clean,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0067.flac,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0067.flac,0.0
111,8455-210777-0034-i458_clean,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0034.flac,/home/vmoat/LibriSpeech/test-clean/8455/210777/8455-210777-0034.flac,0.0
112,4446-2275-0029-i216_clean,/home/vmoat/LibriSpeech/test-clean/4446/2275/4446-2275-0029.flac,/home/vmoat/LibriSpeech/test-clean/4446/2275/4446-2275-0029.flac,0.0
113,4970-29095-0020-i287_clean,/home/vmoat/LibriSpeech/test-clean/4970/29095/4970-29095-0020.flac,/home/vmoat/LibriSpeech/test-clean/4970/29095/4970-29095-0020.flac,0.0
114,61-70968-0026-i487_clean,/home/vmoat/LibriSpeech/test-clean/61/70968/61-70968-0026.flac,/home/vmoat/LibriSpeech/test-clean/61/70968/61-70968-0026.flac,0.0
115,1580-141083-0052-i225_clean,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0052.flac,/home/vmoat/LibriSpeech/test-clean/1580/141083/1580-141083-0052.flac,0.0
116,121-121726-0001-i316_clean,/home/vmoat/LibriSpeech/test-clean/121/121726/121-121726-0001.flac,/home/vmoat/LibriSpeech/test-clean/121/121726/121-121726-0001.flac,0.0
117,3575-170457-0035-i349_clean,/home/vmoat/LibriSpeech/test-clean/3575/170457/3575-170457-0035.flac,/home/vmoat/LibriSpeech/test-clean/3575/170457/3575-170457-0035.flac,0.0
118,1995-1837-0000-i198_clean,/home/vmoat/LibriSpeech/test-clean/1995/1837/1995-1837-0000.flac,/home/vmoat/LibriSpeech/test-clean/1995/1837/1995-1837-0000.flac,0.0
119,3729-6852-0011-i326_clean,/home/vmoat/LibriSpeech/test-clean/3729/6852/3729-6852-0011.flac,/home/vmoat/LibriSpeech/test-clean/3729/6852/3729-6852-0011.flac,0.0
120,61-70968-0045-i244_clean,/home/vmoat/LibriSpeech/test-clean/61/70968/61-70968-0045.flac,/home/vmoat/LibriSpeech/test-clean/61/70968/61-70968-0045.flac,0.0
121,7729-102255-0035-i333_clean,/home/vmoat/LibriSpeech/test-clean/7729/102255/7729-102255-0035.flac,/home/vmoat/LibriSpeech/test-clean/7729/102255/7729-102255-0035.flac,0.0
122,2961-961-0016-i134_clean,/home/vmoat/LibriSpeech/test-clean/2961/961/2961-961-0016.flac,/home/vmoat/LibriSpeech/test-clean/2961/961/2961-961-0016.flac,0.0
123,7729-102255-0019-i80_clean,/home/vmoat/LibriSpeech/test-clean/7729/102255/7729-102255-0019.flac,/home/vmoat/LibriSpeech/test-clean/7729/102255/7729-102255-0019.flac,0.0
124,4507-16021-0042-i408_clean,/home/vmoat/LibriSpeech/test-clean/4507/16021/4507-16021-0042.flac,/home/vmoat/LibriSpeech/test-clean/4507/16021/4507-16021-0042.flac,0.0
125,7176-92135-0039-i211_clean,/home/vmoat/LibriSpeech/test-clean/7176/92135/7176-92135-0039.flac,/home/vmoat/LibriSpeech/test-clean/7176/92135/7176-92135-0039.flac,0.0
126,1284-1181-0017-i295_clean,/home/vmoat/LibriSpeech/test-clean/1284/1181/1284-1181-0017.flac,/home/vmoat/LibriSpeech/test-clean/1284/1181/1284-1181-0017.flac,0.0
127,6930-75918-0019-i113_clean,/home/vmoat/LibriSpeech/test-clean/6930/75918/6930-75918-0019.flac,/home/vmoat/LibriSpeech/test-clean/6930/75918/6930-75918-0019.flac,0.0
128,672-122797-0056-i101_clean,/home/vmoat/LibriSpeech/test-clean/672/122797/672-122797-0056.flac,/home/vmoat/LibriSpeech/test-clean/672/122797/672-122797-0056.flac,0.0
129,1089-134686-0004-i134_clean,/home/vmoat/LibriSpeech/test-clean/1089/134686/1089-134686-0004.flac,/home/vmoat/LibriSpeech/test-clean/1089/134686/1089-134686-0004.flac,0.0
130,121-127105-0034-i368_clean,/home/vmoat/LibriSpeech/test-clean/121/127105/121-127105-0034.flac,/home/vmoat/LibriSpeech/test-clean/121/127105/121-127105-0034.flac,0.0
131,4970-29095-0018-i122_clean,/home/vmoat/LibriSpeech/test-clean/4970/29095/4970-29095-0018.flac,/home/vmoat/LibriSpeech/test-clean/4970/29095/4970-29095-0018.flac,0.0
132,61-70970-0031-i306_clean,/home/vmoat/LibriSpeech/test-clean/61/70970/61-70970-0031.flac,/home/vmoat/LibriSpeech/test-clean/61/70970/61-70970-0031.flac,0.0
133,4446-2271-0020-i357_clean,/home/vmoat/LibriSpeech/test-clean/4446/2271/4446-2271-0020.flac,/home/vmoat/LibriSpeech/test-clean/4446/2271/4446-2271-0020.flac,0.0
134,908-157963-0028-i235_clean,/home/vmoat/LibriSpeech/test-clean/908/157963/908-157963-0028.flac,/home/vmoat/LibriSpeech/test-clean/908/157963/908-157963-0028.flac,0.0
135,8463-294825-0019-i64_clean,/home/vmoat/LibriSpeech/test-clean/8463/294825/8463-294825-0019.flac,/home/vmoat/LibriSpeech/test-clean/8463/294825/8463-294825-0019.flac,0.0
136,4077-13751-0021-i298_clean,/home/vmoat/LibriSpeech/test-clean/4077/13751/4077-13751-0021.flac,/home/vmoat/LibriSpeech/test-clean/4077/13751/4077-13751-0021.flac,0.0
137,7176-92135-0041-i403_clean,/home/vmoat/LibriSpeech/test-clean/7176/92135/7176-92135-0041.flac,/home/vmoat/LibriSpeech/test-clean/7176/92135/7176-92135-0041.flac,0.0
138,260-123288-0011-i436_clean,/home/vmoat/LibriSpeech/test-clean/260/123288/260-123288-0011.flac,/home/vmoat/LibriSpeech/test-clean/260/123288/260-123288-0011.flac,0.0
139,4077-13751-0020-i360_clean,/home/vmoat/LibriSpeech/test-clean/4077/13751/4077-13751-0020.flac,/home/vmoat/LibriSpeech/test-clean/4077/13751/4077-13751-0020.flac,0.0
140,2961-960-0018-i98_clean,/home/vmoat/LibriSpeech/test-clean/2961/960/2961-960-0018.flac,/home/vmoat/LibriSpeech/test-clean/2961/960/2961-960-0018.flac,0.0
141,1284-1181-0008-i423_clean,/home/vmoat/LibriSpeech/test-clean/1284/1181/1284-1181-0008.flac,/home/vmoat/LibriSpeech/test-clean/1284/1181/1284-1181-0008.flac,0.0
